medicine_name,price,quantity,availability
Lorvaz 25mg Tablet,15,211,available
Vyfat 120mg Capsule,309,291,available
Meropena 1000mg Injection,339,280,available
Telmivas M 50mg Tablet,145,127,available
Eldapril 5mg Tablet,222,6,limited
Aalcetamol 1000mg Infusion,172,191,available
Fexotive 120mg Tablet,121,57,available
Brotan-A Syrup,105,189,available
P-Ppi 40mg Tablet,261,50,available
Lezmox 500mg Capsule,324,2,limited
Logab M 500mcg/50mg Tablet,64,82,available
Saneuron 75mg Tablet,147,74,available
Clomazole Cream,21,181,available
Pirox Gel,477,58,available
Etor TH 60mg/4mg Tablet,230,188,available
Rozucor F 5 Tablet,444,12,limited
D Blok 10mg Tablet,393,249,available
Amilift 10mg Tablet,206,29,limited
Glycinova G 2mg/500mg Tablet ER,399,11,limited
Nimup 50mg/125mg Suspension,278,75,available
Prestakind 200mcg Tablet,384,281,available
Lavivogli M 500mg/0.2mg Tablet,287,225,available
Cefured CV 250mg/125mg Tablet,490,87,available
ASOMEX LT  TABLET 50mg/2.5mg,179,134,available
Ofloseep 200mg Tablet,223,11,limited
Mecrozil 250mg Tablet,85,105,available
Alluton 100mg Tablet,244,269,available
Enpan 40mg Injection,366,174,available
Novomine N 75mg/10mg Tablet SR,432,34,available
Ednem 500mg Injection,443,188,available
Ozatex 7.5mg Tablet,409,104,available
Omna XP 250 mg/31.25 mg Injection,482,129,available
Colonext-AD Dry Suspension,191,114,available
Arthrovit-Plus Tablet,66,38,available
Rosukem-F Plus Tablet,250,258,available
Fixzim 200 Tablet,478,120,available
Eplecard 25mg Tablet,11,5,limited
Levogold 50mg Tablet,146,199,available
Evercold Tablet,161,217,available
G Prax 0.5mg Tablet,407,210,available
Servax 10mg Tablet,151,11,limited
Tiate Transhaler,19,98,available
Bomcold Tablet,266,155,available
Finster 1mg Tablet,426,29,limited
Moxycad CV Forte Dry Syrup,92,262,available
Alymef Oral Suspension,59,10,limited
Beeart-L 80mg/480mg Tablet,220,219,available
Actin Syrup,489,245,available
Taurcip 500mg Tablet,310,295,available
Lenarest-M Kid Syrup,299,298,available
Oripain Injection,49,127,available
Osef-P Tablet,410,181,available
Raxcef SB 1000mg/500mg Injection,438,190,available
Advicef 250mg Tablet,238,53,available
Vivospas-DM Tablet,119,279,available
Alenmol MR 100mg/325mg/250mg Tablet,447,279,available
Xylanta DS 800 mg/40 mg Tablet,269,162,available
Lunadime CV Dry Syrup,31,280,available
Xalotin 50mg Injection,496,110,available
Relan 30mg Capsule,494,62,available
Curazip AL 200mg/250mg Tablet,389,233,available
Nexito Forte Tablet,86,126,available
Clonaviz 0.5 Tablet,184,54,available
Axolon 8mg Tablet,114,146,available
Vertinet Tablet,398,208,available
Ethirox 150mg Tablet,32,27,limited
Stemfor Injection,222,142,available
Nolotin 25mg Tablet,22,253,available
Kelvin P Lite Syrup,493,147,available
Oftek 50mg/5ml Suspension,389,65,available
Tromide Plus Eye Drop,229,161,available
Easypanvin Tablet,342,273,available
Qufix 200 LB Tablet DT,195,213,available
Bactof 200mg Tablet,144,165,available
Sudox 200mg Tablet,147,107,available
Pantuf D 30mg/40mg Capsule SR,264,128,available
Fixihub-OF Tablet,363,295,available
Telibest 40mg Tablet,415,163,available
Cefitril 200mg Tablet,273,49,available
Ovidale 2.5mg Tablet,442,128,available
Tazofast 4000 mg/500 mg Injection,47,63,available
Tacgov 1 Capsule,287,149,available
Betaglim-M 1 Tablet ER,268,44,available
Cobex CL 500mg/125mg Tablet,14,292,available
Mycetin 250mg Capsule,289,262,available
Carox 150mg Tablet,100,128,available
Gloflox OZ 200mg/500mg Tablet,269,120,available
Nauscura Tablet,150,284,available
Moxclav DS 457mg Tablet,381,285,available
Eztur-CV Tablet,101,291,available
Nurolla PG 750mcg/75mg Capsule,95,183,available
Torvis 0.3% Eye Drop,144,131,available
Serentin 5 mg/2 mg Tablet,374,43,available
Docvir 400mg Tablet DT,249,131,available
Coxisafe MR 60mg/4mg Tablet,22,297,available
Accunac Plus 90mg/48mg/100mg Tablet,373,25,limited
Cuclav 500mg/125mg Tablet,483,125,available
Bioac 200 SR Tablet,215,223,available
Luxper Cream,104,157,available
Cefamax P 125mg Tablet,412,238,available
Immutil-S 180 Tablet DR,73,286,available
Eris Plus Tablet,114,81,available
Lukotas LC Tablet,290,47,available
ADBETA 12.5MG TABLET,152,31,available
Cardinorm 3.125mg Tablet,11,131,available
Bioproxe 200mg Tablet,409,242,available
Healzone S 500mg/250mg Injection,88,211,available
Omecap DM 10 mg/20 mg Capsule,188,205,available
Livtrin AM 5mg/60mg Tablet,191,2,limited
Cefal 250mg Injection,21,253,available
Hbclin Injection,382,100,available
Atrager 50mg Injection,497,258,available
Naxef 1.5 Injection,185,288,available
Homotel H 40mg/12.5mg Tablet,173,32,available
Sucralnate O Syrup,36,256,available
Xoy 1000mg Injection,198,89,available
Osmozer-D Capsule,384,259,available
Nimnill P Tablet,246,216,available
Colzep 0.25mg Tablet MD,236,288,available
Trilide 100mg Tablet,339,48,available
Pantomore 40mg Tablet,76,280,available
Fulgram 250mg Tablet,155,58,available
Prenerv M 750mcg/75mg Capsule,124,111,available
Erazone-SB 1.5gm Injection,139,161,available
Febuloc 80mg Tablet,492,67,available
Fixican O Dry Syrup,378,15,limited
Lesuwin Injection,456,262,available
Cyporyk Syrup,142,159,available
Jenas D 10mg/20mg Tablet,205,208,available
Wemo 3D Suspension,287,225,available
Livotik 500mg Tablet,218,268,available
Multidase 5mg Tablet,429,300,available
LUPIDINE SOLUTION,154,77,available
Ukomef-P Oral Suspension,429,205,available
Calchole Max Soft Gelatin Capsule,369,125,available
Pracept 2.5mg Tablet,343,67,available
Vilmax-M 1000 Tablet,118,171,available
Top APS 100mg/325mg/15mg Tablet,369,141,available
HUCOG 5000IU Injection,319,50,available
Dentogel,30,22,limited
Epotrend 6000 Injection,226,281,available
At Cold 5mg/325mg/10mg Tablet,82,18,limited
Doxygee Tablet,403,272,available
Silmox Capsule,211,54,available
Azihawk 250 Tablet,412,56,available
Zolcin 200 mg/500 mg Tablet,208,72,available
Segimox-CV 228.5 Dry Syrup,231,201,available
Xputum Syrup,174,59,available
Precolyst-M Capsule,59,292,available
Gempower 200 Injection,118,267,available
Omenor 20mg Capsule,398,251,available
Rotel 20mg Tablet,329,233,available
Panif Tablet,52,250,available
Ekox T 60mg/4mg Tablet,324,244,available
Acevis-S Tablet,291,22,limited
Afodin 500mg Capsule,170,75,available
E-Ppi 40mg Tablet,297,133,available
Vogliryl M 500mg/0.3mg Tablet,412,45,available
Xibactin Forte Dry Syrup,80,185,available
Zeloxa 200mg Tablet,279,100,available
Nimuliv-P Tablet,322,5,limited
Lolish 10mg Tablet,65,44,available
Pac-Delta 260mg Injection,455,55,available
Tinvista 500 Tablet,495,23,limited
Kinase 10mg Tablet,247,28,limited
Glimijoy MP 2mg/500mg/15mg Tablet,258,162,available
Exsanclav 500mg/125mg Tablet,187,186,available
Brohexiv Syrup,452,49,available
Hemic-P Capsule,74,222,available
Oncodox 10mg Injection,436,265,available
Ezequin 100mg Tablet,131,0,out_of_stock
Betaford 8 Tablet,305,133,available
Azymake 250mg Tablet,338,66,available
Cetos 10mg Tablet,416,147,available
Zoryl MP 1 Tablet ER,231,270,available
Eszomax 20 Tablet,349,280,available
Mighty Mox-LP Eye drop,152,190,available
Cefuniv 500mg Tablet,203,189,available
Orviclo 500mg Injection,49,106,available
Tenlized M 500mg/20mg Tablet,210,76,available
Endofit Tablet,370,290,available
Lemocit AM 5mg/60mg Tablet,203,136,available
Acotra 200 Capsule,394,7,limited
Lasikind Forte 40mg/25mg Tablet,140,265,available
Ivatil CV 250mg/125mg Tablet,162,109,available
Protol 25 TL Tablet ER,362,41,available
S FL 150mg Tablet,368,236,available
Quinoderm Ointment,96,4,limited
Paratee 250 Oral Suspension,347,229,available
Dikul SP 50mg/10mg Tablet,413,201,available
Azeo 200mg Dry Syrup,115,257,available
Obytran 100mg Capsule,415,251,available
Shifix 100mg Tablet,19,250,available
Diclotal-SP Tablet,471,153,available
Zyloprim DS 200mg/28.5mg Syrup,180,149,available
Sparflo 200mg Tablet,239,157,available
Mika Best 100mg Injection,98,119,available
Azitom 100mg Oral Drops,116,255,available
Daxicef-TZ Injection,417,234,available
MG Clave 625 Tablet,373,174,available
Vitel M 40mg/25mg Tablet,121,198,available
Momeris Cream,331,163,available
Enzopril Tablet,324,217,available
Ibitig 50mg Injection,21,138,available
Olmedose 20 Tablet,426,105,available
Seraxim OZ 200mg/500mg Tablet,494,274,available
Medicef 500mg Injection,318,295,available
Megamove MR 250mg/50mg/500mg Tablet,264,229,available
Healthpod 200 Tablet DT,81,237,available
Asti Itra 100mg Capsule,94,124,available
Gentyl 20mg Injection,86,246,available
Sinkof X Syrup,169,235,available
Deltanac-P Tablet,83,291,available
Psydec 12.5 Tablet PR,433,15,limited
Rabizole 20mg Injection,29,172,available
Doxclin 100mg Injection,372,286,available
Olisense 2.5mg Tablet DT,380,277,available
Abther AB 150mg Injection,487,200,available
Yelocet 5mg Tablet,22,124,available
L Cetriyl M 5mg/10mg Tablet,105,180,available
Cystirab 20mg Tablet,292,178,available
CremaPeg Oral Solution,187,79,available
Almero-S 1.5gm Injection,348,83,available
R Cobal 500mcg Injection,346,189,available
Allerfex 120mg Tablet,404,124,available
Roxifit 150 Tablet,291,185,available
Onllan D 10mg/30mg Capsule,309,253,available
Hepasure 150mg/100mg Tablet,174,111,available
Quinarsol 300mg Tablet,122,173,available
Viopen 1gm Injection,363,1,limited
Linidox 100mg Tablet,426,288,available
Yekin S 50 mg/20 mg Tablet,164,22,limited
Protonil 20mg Injection,168,232,available
DC Fill 120mg Injection,44,286,available
Glador M 1 Forte Tablet PR,319,144,available
Winlip 5mg Tablet,321,19,limited
Hypanto 40mg Tablet,205,162,available
Fexoglob 180mg Tablet,125,29,limited
Tipicoff D Syrup,495,44,available
Solvin Cold Drop,105,289,available
Oflotree 200mg Tablet,399,23,limited
Cybin PF 1000mg Injection,245,203,available
Defwin 6mg Tablet,266,226,available
Torvox 20 Tablet,446,157,available
Hydrorez 25mg Tablet,291,148,available
Tona Z Shampoo,307,230,available
Abvida 50mg Tablet,189,68,available
Reticox 90mg Tablet,242,62,available
Ceftrec S 1000mg/500mg Injection,235,244,available
Gabalis NP 400mg/10mg Tablet,116,134,available
Tussquit L Syrup,108,7,limited
Alexpod CV 325mg Tablet,202,70,available
Ten 50mg Tablet,319,242,available
Quser 25mg Tablet,393,197,available
Voglilar MG1 Tablet,371,296,available
Frey-Met G1 Tablet SR,347,119,available
Acentio P Tablet,466,10,limited
Remozen-V Tablet,281,225,available
Nucoxia MR 8 Tablet,409,279,available
Dexcure 2mg Tablet,158,121,available
Troxom 1000mg Injection,159,38,available
Dorent 10mg Tablet,334,4,limited
Tobacin-F Eye Drop,472,255,available
Aloof MZ Suspension,60,123,available
Daneecef 100mg Tablet DT,137,31,available
Cefoprox 100mg/5ml Dry Syrup,473,132,available
Afime Plus Dry Syrup,233,231,available
Fuzgard M Cream,123,247,available
Coldarest Plus Tablet,61,295,available
Raberite 20mg Tablet,414,87,available
Nuvir 40mg Capsule,481,8,limited
Genfix O 200 mg/200 mg Tablet,107,40,available
Aglorab 20mg Tablet,146,257,available
Clonafit 0.5 MD Tablet,376,2,limited
Corn 25mg Injection,476,287,available
L-Cin OZ Suspension,181,260,available
Nexgard 40mg Injection,347,197,available
Tobracip Eye Drop,61,126,available
Etorox TH 60mg/4mg Tablet,356,252,available
Terbiap 250mg Tablet,291,64,available
Gate Eye Drop,343,231,available
Ucocil CV Duo Dry Syrup,294,298,available
Fexonus 120mg Tablet,79,196,available
Cred 4mg Tablet,175,32,available
Fibojoint GM 50mg/750mg/250mg Tablet,294,194,available
Heney-HT Cream,22,131,available
Stpase 1500000IU Injection,251,294,available
Iofix Syrup,285,105,available
Dolmundin 100mg Tablet,136,232,available
Tryblue 0.8mg Injection,197,148,available
Targit 40 Tablet,122,186,available
Lavixime 50mg Dry Syrup,139,161,available
Ricpar-DSP Tablet,473,85,available
Wyu Podze 200mg/250mg Tablet,336,78,available
Tacrotaj 2mg Capsule,360,290,available
Ofloren TZ 200mg/600mg Tablet,443,10,limited
Cefuria 250mg Tablet,393,100,available
Hepacure PN 150 mg/100 mg Tablet,461,287,available
Diltadip 60SR Tablet,19,30,available
Simvatic 20 Tablet,428,38,available
Clinton 600mg Injection,445,15,limited
Predest 4mg Tablet,180,167,available
Seiztam 250 Tablet,284,33,available
Thioblis-F 4 Tablet,439,213,available
Sertacream B Cream,407,274,available
Skalia-KZ Shampoo,125,277,available
Cefdial-AZ Tablet,16,270,available
Baby Hydral 10mg Powder,310,124,available
Criticef 250mg Tablet,375,268,available
Getiquill Tablet,194,68,available
Euvifol-HP 75IU Injection,448,296,available
ESA  10000IU Injection,104,101,available
Tapinil MR Tablet,210,147,available
Alrox M 150mg/30mg Tablet,448,123,available
Pregus NT 75mg/10mg Tablet,273,108,available
Zolu  Cream,315,147,available
Clam 0.25mg Tablet,206,282,available
Zybron Expectorant,17,228,available
Lepime 250mg Injection,20,276,available
Moxipil L 125mg Dry Syrup,324,298,available
Ltem 250mg Tablet,15,29,limited
Merant TZ 1000mg/125mg Injection,60,143,available
Intrazole 200 Capsule,176,176,available
Rybelsus 3mg Tablet,455,181,available
Aqumer-MS 1.5G Injection,71,152,available
Viscostin 1MIU Injection,452,257,available
Above 5 Tablet,303,123,available
Oxigest 200mg Tablet,490,150,available
Loricon 1mg Tablet,225,260,available
Obitone 20mg Tablet,410,80,available
Epry D 150mg/100mg Capsule SR,76,135,available
Panim 100mg Tablet,185,181,available
Levogem 250mg Tablet,207,219,available
LV Cet Plus Syrup,425,25,limited
Clopigard AP 75 mg/75 mg Tablet,280,168,available
Sumitro 40mg Tablet,150,77,available
Carig 1200IU Injection,358,169,available
Formost 400 Inhaler,89,111,available
Amkin 500mg Injection,155,88,available
Aridix 15 Tablet,210,226,available
Avzol-DSR Capsule,45,273,available
Sefxim 250mg Injection,439,212,available
Cyonase-TH Tablet,451,193,available
Astiom D 10mg/20mg Capsule,491,10,limited
Jolclo 500mg Injection,122,169,available
Eroxime 250mg Tablet,30,216,available
Aciana 100mg Tablet,156,118,available
Rabovil LSR Capsule,65,130,available
Metagard CR 60 Tablet,450,218,available
Telnimac 20mg Tablet,262,252,available
Rivaford 10mg Tablet,302,248,available
Metfaith PG 1mg/500mg/15mg Tablet SR,237,203,available
Olmitic 40mg Tablet,52,70,available
Wolip 20mg Tablet,467,187,available
Cloud 100mcg Tablet,92,230,available
Spasmo Flexon 20 mg/500 mg Tablet,95,280,available
Gogerd D 10mg/40mg Tablet,499,258,available
Xcure D Syrup,64,295,available
Varnvin D 30mg/20mg Capsule SR,327,142,available
Tustross Expectorant,39,255,available
Texlite SR 500mg Tablet,446,49,available
Neurocit 500 Tablet,192,91,available
Betaprime AM 5mg/25mg Tablet PR,198,158,available
Kofmed B Syrup Sugar Free,14,104,available
Paedisone MF Cream,40,213,available
Newace 2.5mg Tablet,71,24,limited
Cgsulpride 200mg Tablet,164,9,limited
Advent 1.2gm  Injection,249,280,available
Rhinil Syrup,86,168,available
Geefour 400mg Tablet,87,60,available
Medipent-D 10mg/40mg Tablet,311,236,available
Que 100mg Tablet,115,25,limited
Travosun T Eye Drop,301,167,available
Deklomol SP 50mg/325mg/15mg Tablet,396,43,available
Eurosar 25mg Tablet,152,206,available
Moxiclinic 500mg/125mg Tablet,53,4,limited
Divakon 250mg Tablet,80,255,available
Innorose 10mg Tablet,227,215,available
Monomet gm  5mg/500mg Tablet PR,406,251,available
Cosalic-K Solution,342,251,available
Ramcet 325mg/37.5mg Tablet,309,235,available
Flurbeen 0.03% Eye Drop,493,249,available
Vasopten 120mg Tablet,270,295,available
Desone 1000mg Injection,458,42,available
Tucanozol 150mg Tablet,392,73,available
Methoride 40mg Injection,194,243,available
Articering 50 mg/750 mg Tablet,79,133,available
Andol Injection,100,196,available
I Tax 2000mg Injection,189,13,limited
Farochek 200mg Tablet,138,221,available
Trimox 100mg Drop,390,76,available
Phytoral Dusting Powder,227,148,available
Visert 25mg Tablet,150,100,available
Lukast L 10mg/5mg Tablet,93,99,available
Ethyricef 1000mg Injection,294,213,available
Wytopan 40 Tablet,117,101,available
Rosachol 5mg Tablet,191,30,available
Smadip 10mg Tablet,444,146,available
Sancoff Syrup,382,87,available
Fevalik 100mg Syrup,378,53,available
SB Xime 50mg Dry Syrup,150,109,available
Pulmoclear  Tablet,209,216,available
Elvox 500mg Tablet,145,10,limited
Rifaxia 400 Tablet,259,64,available
Ofx 100mg Oral Suspension,183,286,available
Redicet M 5mg/10mg Tablet,81,34,available
Clonariv 0.5mg Tablet,248,284,available
Zithrocare 100mg/5ml Suspension,303,219,available
Phenodec 25mg Injection,375,150,available
Zerimox CV Dry Syrup,420,98,available
Gostat 10mg Tablet,46,239,available
Vizopin 100mg Tablet,489,99,available
Axosilin Injection,215,22,limited
Neury-M 75 Capsule,330,238,available
Om DM 10mg/20mg Tablet,391,52,available
N Gyl Forte Tablet,75,25,limited
Abrocef 250mg Tablet,294,175,available
Roxone SB 1000mg/500mg Injection,132,227,available
Cleanish VS 100mg/100mg Tablet VT,438,35,available
Hicam 20mg Injection,86,83,available
Stavex LN Tablet,393,249,available
Levocet Syrup,422,3,limited
Lovirab DSR 30mg/40mg Capsule,460,105,available
Lexipod O 200mg/200mg Tablet,331,58,available
Omnipaque 300mg Injection,190,276,available
Azovas 8mg Tablet,102,36,available
Lacrisol Eye Drop,362,195,available
Spnox MZS Oral Suspension,297,39,available
Cafex O 200mg/200mg Tablet,205,6,limited
Olanmat 5mg Tablet MD,168,186,available
Wowzole-IV Tablet,348,109,available
Unipril 1.25mg Tablet,147,224,available
Ranipride 10 mg/150 mg Tablet,49,88,available
Azotel 500mg Tablet,226,72,available
Gator 200mg Tablet,75,250,available
Mage 2mg Tablet,347,30,available
Raborix D 30mg/20mg Capsule SR,302,85,available
Novam Tablet,484,73,available
Anti Cold Syrup,159,85,available
Okamet 500mg Tablet,201,208,available
Cortate 50mg Injection,74,273,available
Clobee-P Oral Suspension,233,294,available
Syocef-S 1.5 Injection,289,55,available
Onova-OZ Tablet,136,274,available
Bestin 8 Tablet,23,161,available
Instaflex AT Tablet,164,297,available
Lama 10mg Tablet,168,173,available
Keto-B Cream,103,165,available
Seropin 100mg Tablet SR,106,5,limited
Levotran 750 Tablet,201,119,available
Pari CR Forte Tablet,391,106,available
Telma LNB 10mg/25mg/40mg Tablet ER,268,55,available
Trypentin G 300mg/500mcg Tablet,402,227,available
Limcor Chewable Tablet,182,74,available
Itorab Capsule SR,61,145,available
Repen D 30mg/40mg Capsule SR,184,249,available
StayHappi Levocetirizine+Montelukast 2.5mg/4mg Tablet,323,287,available
Gebifenac TH 100mg/4mg Tablet,97,185,available
MI 50mg Tablet,126,21,limited
Maxithral 500mg Tablet,34,275,available
Fungeeheal 200 Capsule,48,86,available
Itrapel 200 Capsule,33,82,available
Olmesmart 40 Tablet,128,282,available
Nortigen 5mg Tablet,424,86,available
Ceftrev S 250mg/125mg Injection,199,121,available
Metace XL 25mg Tablet,93,109,available
Keto SZ Hair Wash,333,111,available
Surebet 200mg Tablet,389,68,available
Brimo 0.15% Eye Drop,317,35,available
Nmik 500mg Injection,127,279,available
